ID,species_code,family,genus,species,scientific_name,scientific_code,native-range,5E-1,5E-3,5E-4,5E-5,5E-6,5E-7,5E-8,5E-9,5E-10,5E-11,5E-13,6E-7,6E-8,6E-9,6E-10,6E-11,6E-12,6E-13,6E-14,6E-15,6E-16,6E-17,7E-1,7E-2,7E-3,7E-4,7E-5,7E-6
97,golcha,Fabaceae,Laburnum,Goldenchain Tree,Laburnum anagyroides,labuanag,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
98,gumbla,Nyssaceae,Gum,Black Gum,Nyssa sylvatica,nysssylv,Eeastern North America,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,native,native,native,introduced,native,introduced
99,hacber,Ulmaceae,Hackberry,Hackberry,Celtis occidentalis,celtocci,"Southern Ontario, Quebec, USA",introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,native,introduced,introduced,native,native,introduced,introduced,native,native,introduced,native,native,native,introduced,native,native
100,hawcoc,Rosaceae,Hawthorn,Cockspur Hawthorn,Crataegus crus-galli,cratcrus,"Southern Quebec, Ontario, Eastern USA",introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
101,hawdow,Rosaceae,Hawthorn,Downy Hawthorn,Crataegus molis,cratmoli,Central USA,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
102,haweng,Rosaceae,Hawthorn,English Hawthorn,Crataegus oxyacantha,cratoxya,Europe,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
103,hawlav,Rosaceae,Hawthorn,Lavalle Hawthorn,Crataegus  x  lavallei,cratxlav,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
290,hawsca,Rosaceae,Hawthorn,Scarlet Hawthorn,Crataegus coccinea,cratcocc,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
104,hawsin,Rosaceae,Hawthorn,Singleseed Hawthorne,Crataegus monogyna,cratmono,Europe,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
106,haznut,Betulaceae,Hazel,Hazel Nuts,Corylus americana,coryamer,"Eastern North America: Canada, USA",introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
107,haztur,Betulaceae,Hazel,Turkish Hazelnut,Corylus colurna,corycolu,"Southeastern Europe, Western Asis",introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
108,hazwit,Hamamelidaceae,Witch hazel,Witch hazel,Hamamelis virginiana,hamavirg,North America,introduced,introduced,introduced,introduced,introduced,native,introduced,introduced,introduced,native,introduced,native,native,native,native,native,native,native,introduced,native,native,introduced,native,native,native,native,native,native
110,hemeas,Pinaceae,Hemlock,Eastern Hemlock,Tsuga canadensis,tsugcana,Eastern Canada,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,introduced,native,native,native,native,native
111,hicbit,Juglandaceae,Hickory,Bitternut Hickory,Carya cordiformis,carycord,"southern Ontario & Quebec, Central-Eastern USA",introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,native,introduced,native,native,native,native,native,native,native,introduced,native,native,introduced,native,native,native,native,native,native
112,hicpig,Juglandaceae,Hickory,Pignut Hickory,Carya glabra,caryglab,"Maine to Southern Ontario, South to Florida, Alabama and Mississippi",introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,native,native,native,introduced,native,native
113,hicsha,Juglandaceae,Hickory,Shagbark Hickory,Carya ovata,caryovat,"Southern Ontario along the St. Lawrence River to Quebec, USA",introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,native,native,native,native,native,native,introduced,introduced,native,introduced,introduced,native,native,native,native,native,native
114,hicshe,Juglandaceae,Hickory,Big Shellbark Hickory,Carya laciniosa,carylaci,"Southern Tip of Ontario, Central USA",introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,native,native,introduced,introduced,native,introduced
116,holly,Aquifoliaceae,holly,holly,Ilex spp,ilexspp,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
300,honfly,Caprifoliaceae,Honeysuckle,Fly Honeysuckle,Lonicera canadensis,lonicana,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
118,hoptre,Rutaceae,Hop,Hope Tree,Ptelea trifoliata,pteltrif,"Southwestern Ontario, USA",introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,native,introduced,introduced,introduced,introduced,introduced,native,introduced,introduced,introduced,native,introduced
119,horcom,Hippocastanaceae,Buckeye/Horsechestnut,Common Horsechestnut,Aesculus hippocastanum,aeschipp,Balkan Peninsula in Southeastern Europe,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
120,horeur,Betulaceae,Ironwood-Hornbeam,European Hornbeam,Carpinus betulus,carpbetu,"Europe, Asia Minor, Southeast of England",introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
121,horred,Hippocastanaceae,Buckeye/Horsechestnut,Red Horsechestnut,Aesculus x carnea,aescxcar,Hybrid origin,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
123,hybpop,Salicaceae,Poplar,Poplar hybrid,Populus x hybida,popuxhyb,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
124,ironwo,Betulaceae,Ironwood,Ironwood,Ostrya virginiana,ostrvirg,North-Eastern US,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native
304,jappag,Fabaceae,Sophora,Japanese Pagoda Tree,Sophora japonica,sophjapo,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
125,junchi,Cupressaceae,Juniper,Chinese Juniper,Juniperus chinensis,junichin,China,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
301,juncom,Cupressaceae,Juniper,Common juniper,Juniperus communis,junicomm,,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,introduced,native,native
302,juncre,Cupressaceae,Juniper,Creeping Juniper,Juniperus horizontalis,junihori,,introduced,native,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,native,introduced,introduced,introduced,introduced,introduced,introduced,introduced,native,introduced,introduced,native,introduced,introduced,introduced,introduced,introduced,introduced
126,junsav,Cupressaceae,Juniper,Savin Juniper,Juniperus sabina,junisabi,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
128,kalopa,Araliaceae,Kalopanax,Kalopanax,Kalopanax pictus,kalopict,"China, Manchuria, and Japan",introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
129,katsur,Cercidiphyllaceae,Katsura,Katsura Tree,Cercidiphyllum japonicum,cercjapo,"China, Japan",introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
130,lareuo,Pinaceae,Larch,Euopean Larch,Larix decidua,larideci,Europe,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
131,larjap,Pinaceae,Larch,Japanese Larch,Larix leptolepis,larilept,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
133,lilcom,Oleaceae,Lilac,Common Lilac,Syringa vulgaris,syrivulg,Southeast Europe,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
134,liljap,Oleaceae,Lilac,Japanese Tree Lilac,Syringa reticulata,syrireti,Japan,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
136,linbig,Tiliaceae,Linden-Basswood,Bigleaf Linden,Tilia platyphyllos,tiliplat,Europe,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
137,lineur,Tiliaceae,Linden-Basswood,European Linden,Tilia x europaea,tilixeur,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
138,linhyb,Tiliaceae,Linden-Basswood,Hybrid Little-Leaf Linden,Tilia x flavescens,tilixfla,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
139,linlit,Tiliaceae,Linden-Basswood,Little-Leaf Linden,Tilia cordata,tilicord,Europe,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
140,linsil,Tiliaceae,Linden-Basswood,Silver Linden,Tilia tomentosa,tilitome,"Southeast Asia, Asia",introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
142,locbla,Fabaceae,Black Locust,Black Locust,Robinia pseudoacacia,robipseu,Eastern US,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
143,lochon,Fabaceae,Honey Locust,Honey Locust,Gleditsia triacanthos,gledtria,North America: Carolinian and surrounding areas,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,native,introduced,introduced,introduced,introduced,introduced
144,magsau,Magnoliaceae,Magnolia,Saucer Magnolia,Magnolia  x  soulangeana,magnxsou,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
146,magsta,Magnoliaceae,Magnolia,Star Magnolia,Magnolia stellata,magnstel,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
147,magumb,Magnoliaceae,Magnolia,Umbrella Magnolia,Magnolia tripetala,magntrip,Pennsylvania to Alabama and Mississippi,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
148,mapamu,Aceraceae,Maple,Amur Maple,Acer ginnala,acerginn,Eastern Asia,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
149,mapbla,Aceraceae,Maple,Black Maple,Acer saccharum ssppnigrum,acersacc,,introduced,introduced,introduced,introduced,introduced,native,native,native,introduced,native,introduced,native,native,native,native,native,native,native,native,native,native,introduced,native,native,native,native,native,native
150,mapfre,Aceraceae,Maple,Freman Maple,Acer x freemanii,acerxfre,hybrid,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
151,maphed,Aceraceae,Maple,Hedge Maple,Acer campestre,acercamp,"Europe, Northern Turkey, Caucasus, Northern Iran",introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
152,mapjap,Aceraceae,Maple,Japanese Maple,Acer palmatum,acerpalm,Eastern Asia,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
153,mapman,Aceraceae,Maple,Manitoba Maple,Acer negundo,acernegu,Naturalized beyond  its natural range.,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,native,native,introduced,native,introduced,introduced
154,mapmou,Aceraceae,Maple,Mountain Maple,Acer spicatum,acerspic,"New Foundland South to Northern Georgia, West to East Saskatchewan, Northeast to Minnesota",native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native
155,mapnor,Aceraceae,Maple,Norway Maple,Acer platanoides,acerplat,Europe,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
303,mappap,Aceraceae,Maple,Paperbark Maple,Acer griseum,acergris,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
156,mapred,Aceraceae,Maple,Red Maple,Acer rubrum,acerrubr,South-Eastern US,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native
157,mapsil,Aceraceae,Maple,Silver Maple,Acer saccharinum,acersacc,North America,introduced,introduced,introduced,introduced,introduced,native,native,native,introduced,native,introduced,native,native,native,native,native,native,native,native,native,native,introduced,native,native,native,native,native,native
159,mapstr,Aceraceae,Maple,Striped Maple,Acer pensylvanicum,acerpens,"Quebec to Wisconsin, South to Northern Georgia; United States",native,native,native,native,native,native,native,native,native,native,introduced,introduced,native,native,native,native,native,native,native,native,native,native,introduced,introduced,introduced,introduced,introduced,introduced
160,mapsug,Aceraceae,Maple,Sugar Maple,Acer saccharum,acersacr,"Maritime provinces, Southern Ontario and Quebec.",native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native
161,mapsyc,Aceraceae,Maple,Sycamore Maple,Acer pseudoplatanus,acerpseu,Europe to Western Asia,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
162,maptat,Aceraceae,Maple,Tatarian Maple,Acer tatricum,acertatr,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
163,mouame,Rosaceae,Mountin Ash/Whitebeam,American Mountainash,Sorbus americana,sorbamer,North America,native,native,native,native,native,native,native,native,native,native,native,introduced,introduced,introduced,introduced,native,native,introduced,introduced,introduced,native,native,introduced,introduced,introduced,introduced,introduced,introduced
164,mouchi,Rosaceae,Mountin Ash/Whitebeam,Chinese Mountainash,Sorbus pohuashanensis,sorbpohu,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
165,moucut,Rosaceae,Mountin Ash/Whitebeam,Cutleaf Mountainash,Sorbus x thuringiaca,sorbxthu,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
166,moueur,Rosaceae,Mountin Ash/Whitebeam,European Mountainash,Sorbus aucuparia,sorbaucu,Europe,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
167,mouhyb,Rosaceae,Mountin Ash/Whitebeam,Finnish Whitebeam,Sorbus x hybrida,sorbxhyb,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
168,moukor,Rosaceae,Mountin Ash/Whitebeam,Korean Mountainash,Sorbus alnifolia,sorbalni,East Asia,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
169,mousho,Rosaceae,Mountin Ash/Whitebeam,Showy Mountainash,Sorbus decora,sorbdeco,,native,native,native,native,native,native,native,native,native,native,native,introduced,introduced,introduced,introduced,native,native,introduced,native,introduced,native,introduced,introduced,introduced,introduced,introduced,introduced,introduced
171,mouwhi,Rosaceae,Mountin Ash/Whitebeam,Whitebeam Mountainash,Sorbus aria,sorbaria,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
172,mulbla,Moraceae,Mulberry,Black Mulberry,Morus nigra,morunigr,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
173,mulred,Moraceae,Mulberry,Red Mulberry,Morus rubra,morurubr,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,native,native,native,native,native,introduced
175,mulwhi,Moraceae,Mulberry,White Mulberry,Morus alba,morualba,China,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
176,nannyb,Rutaceae,Viburnum,Nannyberry,Viburnum lentago,vibulent,"Hudson Bay, South to Georgia and Mississippi; United States",introduced,introduced,introduced,introduced,introduced,native,native,introduced,native,native,introduced,native,native,native,native,native,native,native,native,native,native,introduced,native,native,native,native,native,native
177,oakbla,Fagaceae,Oak,Black Oak,Quercus velutina,quervelu,North America,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,native,native,introduced,introduced,introduced,introduced,native,introduced,native,introduced,introduced,native,native,native,native,native,native
178,oakbur,Fagaceae,Oak,Bur Oak,Quercus macrocarpa,quermacr,North-Eastern US,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native
179,oakchi,Fagaceae,Oak,Chinkapin Oak,Quercus muehlenbergii,quermueh,North America,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,native,native,native,native,native,introduced,native,introduced,native,introduced,introduced,native,native,native,native,native,native
180,oakeng,Fagaceae,Oak,English Oak,Quercus robur,querrobu,Europe,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
181,oakgar,Fagaceae,Oak,Garry Oak,Quercus garryana,quergarr,British Colombia to California; United States,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
182,oakhil,Fagaceae,Oak,Hill's Oak,Quercus ellipsoidallis,querelli,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
284,oakmou,Fagaceae,Oak,Mountain Oak/Blue Oak,Quercus douglasii,querdoug,,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
183,oakpin,Fagaceae,Oak,Pin Oak,Quercus palustris,querpalu,North-Eastern US,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,native,native,native,introduced,native,introduced
184,oakred,Fagaceae,Oak,Red Oak,Quercus rubra,querrubr,"Great Lake, St. Lawrence, Carolinian, North-Eastern US",native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native,native
185,oaksca,Fagaceae,Oak,Scarlet Oak,Quercus coccinea,quercocc,North America,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced,introduced
